2.8256E+00,1.1279E+00,2.1500E+01,3.7921E+01,3.4702E+03,0.0000E+00,0.0000E+00,1.2303E+03
1.7411E+00,1.1246E+00,2.1792E+01,2.1980E+01,3.3088E+03,1.0000E+00,1.0000E+00,1.1916E+03
8.6971E-02,1.1375E+00,2.3276E+01,7.5842E-01,2.4412E+03,8.1632E+00,2.9340E+00,9.9595E+02
2.8399E+00,1.1274E+00,2.1631E+01,3.7921E+01,3.4739E+03,0.0000E+00,0.0000E+00,1.2269E+03
1.7498E+00,1.1240E+00,2.1927E+01,2.1985E+01,3.3135E+03,1.0000E+00,1.0000E+00,1.1884E+03
8.6817E-02,1.1306E+00,2.3475E+01,7.5842E-01,2.4665E+03,8.2101E+00,2.9355E+00,9.9381E+02
2.8544E+00,1.1269E+00,2.1759E+01,3.7921E+01,3.4767E+03,0.0000E+00,0.0000E+00,1.2236E+03
1.7587E+00,1.1234E+00,2.2059E+01,2.1990E+01,3.3173E+03,1.0000E+00,1.0000E+00,1.1852E+03
8.6767E-02,1.1247E+00,2.3663E+01,7.5842E-01,2.4876E+03,8.2492E+00,2.9370E+00,9.9151E+02
2.8691E+00,1.1265E+00,2.1885E+01,3.7921E+01,3.4789E+03,0.0000E+00,0.0000E+00,1.2202E+03
1.7677E+00,1.1229E+00,2.2187E+01,2.1994E+01,3.3203E+03,1.0000E+00,1.0000E+00,1.1820E+03
8.6812E-02,1.1199E+00,2.3839E+01,7.5842E-01,2.5048E+03,8.2810E+00,2.9383E+00,9.8913E+02
